,Incident ID,Incident Date,State,City Or County,Victims Injured,Victims Killed,Total Victims,Suspects Injured,Suspects Killed,Suspects Arrested,Total Suspects,Suspect Category,Total Incients,Casualty Category
2061,1654971,"April 8, 2020",South Carolina,Greenwood,3,1,4,0,0,0,0,No suspects,3,Low
2062,1655674,"April 8, 2020",Michigan,Detroit,4,0,4,0,0,0,0,No suspects,3,Low
2063,1656373,"April 8, 2020",Alaska,Anchorage,4,0,4,0,0,0,0,No suspects,3,Low
2064,1654341,"April 7, 2020",Illinois,Chicago,3,1,4,0,0,0,0,No suspects,1,Low
2065,1652642,"April 5, 2020",New York,Brooklyn,4,0,4,0,0,0,0,No suspects,3,Low
2066,1652734,"April 5, 2020",California,Los Angeles,3,1,4,0,0,0,0,No suspects,3,Low
2067,1653012,"April 5, 2020",South Carolina,Lancaster,4,1,5,0,0,0,0,No suspects,3,Medium
2068,1652073,"April 4, 2020",Texas,Lubbock,2,2,4,0,0,2,2,Multiple suspects,3,Low
2069,1652601,"April 4, 2020",Texas,Vidor,4,0,4,0,0,1,1,Single suspect,3,Low
2070,1652328,"April 4, 2020",Florida,Hialeah,4,0,4,0,1,0,1,Single suspect,3,Low
2071,1651742,"April 3, 2020",Kentucky,Louisville,4,0,4,0,0,0,0,No suspects,1,Low
2072,1649473,"March 31, 2020",Georgia,Macon,1,3,4,0,0,1,1,Single suspect,1,Low
2073,1648832,"March 30, 2020",Pennsylvania,Philadelphia,5,0,5,0,0,0,0,No suspects,1,Medium
2074,1648205,"March 29, 2020",Georgia,Atlanta,4,0,4,0,0,0,0,No suspects,1,Low
2075,1647661,"March 28, 2020",Maryland,Baltimore,3,1,4,0,0,0,0,No suspects,1,Low
2076,1644111,"March 23, 2020",Texas,San Antonio,4,0,4,0,0,0,0,No suspects,1,Low
2077,1643775,"March 22, 2020",South Carolina,Hanahan,4,0,4,0,0,6,6,Multiple suspects,1,Low
2078,1643157,"March 20, 2020",Virginia,Norfolk,4,0,4,0,0,0,0,No suspects,2,Low
2079,1642826,"March 20, 2020",Missouri,Saint Louis,4,0,4,0,0,0,0,No suspects,2,Low
2080,1641923,"March 18, 2020",Florida,Jacksonville,4,1,5,0,0,0,0,No suspects,1,Medium
2081,1641216,"March 17, 2020",Maryland,Baltimore,7,0,7,0,0,0,0,No suspects,1,Medium
2082,1640295,"March 15, 2020",North Carolina,Moncure,0,6,6,0,1,0,1,Single suspect,2,Medium
2083,1640317,"March 15, 2020",Missouri,Springfield,2,4,6,0,1,0,1,Single suspect,2,Medium
2084,1640007,"March 14, 2020",Michigan,Saginaw,2,2,4,0,0,1,1,Single suspect,2,Low
2085,1639542,"March 14, 2020",New Mexico,Albuquerque,3,1,4,0,0,6,6,Multiple suspects,2,Low
2086,1639413,"March 13, 2020",Illinois,Rockford,4,0,4,0,0,1,1,Single suspect,2,Low
2087,1640278,"March 13, 2020",Louisiana,New Orleans (Algiers),5,0,5,0,0,0,0,No suspects,2,Medium
2088,1637520,"March 10, 2020",Pennsylvania,Chester,2,2,4,0,0,0,0,No suspects,1,Low
2089,1636471,"March 8, 2020",Illinois,South Holland,4,0,4,0,0,0,0,No suspects,3,Low
2090,1635796,"March 8, 2020",Maryland,Rosedale,5,1,6,0,0,2,2,Multiple suspects,3,Medium
2091,1636564,"March 8, 2020",California,Ceres,3,1,4,0,0,2,2,Multiple suspects,3,Low
2092,1635750,"March 7, 2020",Ohio,Cleveland,18,1,19,0,0,0,0,No suspects,3,Medium
2093,1635570,"March 7, 2020",New Mexico,Albuquerque,2,0,2,2,0,3,5,Multiple suspects,3,Low
2094,1635411,"March 7, 2020",Illinois,Chicago,7,0,7,0,0,2,2,Multiple suspects,3,Medium
2095,1635118,"March 6, 2020",District of Columbia,Washington,6,0,6,0,0,0,0,No suspects,1,Medium
2096,1634128,"March 4, 2020",California,Tulare,5,1,6,0,0,0,0,No suspects,1,Medium
2097,1631040,"February 29, 2020",Missouri,Kansas City,4,1,5,0,0,4,4,Multiple suspects,2,Medium
2098,1631831,"February 29, 2020",Colorado,Brighton,5,0,5,0,0,3,3,Multiple suspects,2,Medium
2099,1629488,"February 26, 2020",Wisconsin,Milwaukee,0,5,5,0,1,0,1,Single suspect,1,Medium
2100,1629042,"February 25, 2020",Illinois,Chicago,4,1,5,0,0,1,1,Single suspect,1,Medium
2101,1627335,"February 23, 2020",North Carolina,Clarkton,1,3,4,0,0,1,1,Single suspect,2,Low
2102,1627713,"February 23, 2020",Texas,Houston,7,0,7,0,0,1,1,Single suspect,2,Medium
2103,1625553,"February 20, 2020",Idaho,Caldwell,3,1,4,0,1,0,1,Single suspect,2,Low
2104,1625787,"February 20, 2020",North Carolina,Greensboro,4,0,4,0,0,0,0,No suspects,2,Low
2105,1623696,"February 17, 2020",Mississippi,Port Gibson,2,2,4,0,0,3,3,Multiple suspects,1,Low
2106,1622406,"February 16, 2020",Connecticut,Hartford,4,1,5,1,0,1,2,Multiple suspects,2,Medium
2107,1622962,"February 16, 2020",Florida,Pensacola,4,1,5,0,0,0,0,No suspects,2,Medium
2108,1622340,"February 15, 2020",Louisiana,New Orleans,4,0,4,0,0,0,0,No suspects,2,Low
2109,1622233,"February 15, 2020",Tennessee,Memphis,7,0,7,0,0,1,1,Single suspect,2,Medium
2110,1621821,"February 14, 2020",Illinois,Chicago,6,0,6,0,0,0,0,No suspects,1,Medium
2111,1619064,"February 10, 2020",Delaware,Dover,4,1,5,0,0,0,0,No suspects,1,Medium
2112,1616964,"February 8, 2020",Texas,Houston,3,1,4,0,0,0,0,No suspects,1,Low
2113,1615155,"February 5, 2020",Indiana,Indianapolis,0,4,4,0,0,4,4,Multiple suspects,1,Low
2114,1613020,"February 3, 2020",Maine,Machias,1,3,4,0,0,1,1,Single suspect,2,Low
2115,1612716,"February 3, 2020",California,Lebec,5,1,6,0,0,1,1,Single suspect,2,Medium
2116,1612597,"February 1, 2020",Mississippi,Philadelphia,4,0,4,0,0,0,0,No suspects,1,Low
2117,1611037,"January 31, 2020",Florida,Boynton Beach,3,1,4,0,0,2,2,Multiple suspects,3,Low
2118,1611563,"January 31, 2020",California,Delano,4,1,5,0,0,0,0,No suspects,3,Medium
2119,1610782,"January 31, 2020",Louisiana,Shreveport,4,0,4,0,0,0,0,No suspects,3,Low
2120,1610240,"January 30, 2020",California,Merced,4,0,4,0,0,1,1,Single suspect,1,Low
2121,1606554,"January 27, 2020",Connecticut,Bridgeport,4,0,4,0,0,5,5,Multiple suspects,1,Low
2122,1605948,"January 26, 2020",Missouri,Cape Girardeau,5,0,5,0,0,1,1,Single suspect,4,Medium
2123,1605798,"January 26, 2020",New York,Newburgh,1,3,4,0,0,1,1,Single suspect,4,Low
2124,1605770,"January 26, 2020",North Carolina,Salisbury,6,0,6,0,0,0,0,No suspects,4,Medium
2125,1605752,"January 26, 2020",South Carolina,Hartsville,3,3,6,0,0,4,4,Multiple suspects,4,Medium
2126,1606476,"January 24, 2020",North Carolina,Vanceboro,0,4,4,0,1,0,1,Single suspect,1,Low
2127,1603241,"January 22, 2020",Washington,Seattle,6,1,7,1,0,2,3,Multiple suspects,1,Medium
2128,1600787,"January 19, 2020",Missouri,Kansas City,15,1,16,0,1,0,1,Single suspect,3,Medium
2129,1600221,"January 19, 2020",Tennessee,Memphis,4,1,5,0,0,1,1,Single suspect,3,Medium
2130,1600522,"January 19, 2020",Texas,San Antonio,5,2,7,0,0,1,1,Single suspect,3,Medium
2131,1600350,"January 18, 2020",Texas,South Houston,2,2,4,0,0,0,0,No suspects,1,Low
2132,1599331,"January 17, 2020",Utah,Grantsville,1,4,5,0,0,1,1,Single suspect,1,Medium
2133,1598447,"January 16, 2020",Illinois,Chicago,5,0,5,0,0,1,1,Single suspect,1,Medium
2134,1594173,"January 11, 2020",Colorado,Aurora,5,0,5,0,0,1,1,Single suspect,1,Medium
2135,1592655,"January 8, 2020",Mississippi,Bay Saint Louis,2,2,4,0,0,1,1,Single suspect,1,Low
2136,1588919,"January 5, 2020",Georgia,Atlanta,4,0,4,0,0,0,0,No suspects,1,Low
2137,1588308,"January 4, 2020",Florida,Ocala,3,1,4,0,0,0,0,No suspects,1,Low
2138,1586839,"January 2, 2020",New York,Brooklyn,4,0,4,0,0,1,1,Single suspect,1,Low
2139,1585746,"January 1, 2020",Ohio,Cleveland,4,0,4,0,0,1,1,Single suspect,3,Low
2140,1585394,"January 1, 2020",West Virginia,Huntington,7,0,7,0,0,1,1,Single suspect,3,Medium
2141,1585894,"January 1, 2020",Missouri,Saint Louis,2,3,5,0,0,0,0,No suspects,3,Medium
2142,1582816,"December 29, 2019",Illinois,Danville,5,0,5,0,0,0,0,No suspects,3,Medium
2143,1582197,"December 29, 2019",New York,Buffalo,3,1,4,0,0,0,0,No suspects,3,Low
2144,1583444,"December 29, 2019",California,Ceres,5,0,5,0,0,0,0,No suspects,3,Medium
2145,1581590,"December 27, 2019",California,Modesto,3,1,4,0,0,0,0,No suspects,3,Low
2146,1581103,"December 27, 2019",Texas,Houston,7,2,9,0,0,4,4,Multiple suspects,3,Medium
2147,1581476,"December 27, 2019",Georgia,Kennesaw,4,0,4,0,0,0,0,No suspects,3,Low
2148,1580308,"December 26, 2019",Florida,Saint Petersburg,5,0,5,0,0,0,0,No suspects,1,Medium
2149,1579889,"December 25, 2019",California,Oakland,4,0,4,0,0,0,0,No suspects,3,Low
2150,1579970,"December 25, 2019",Iowa,Coralville,3,1,4,0,0,2,2,Multiple suspects,3,Low
2151,1579856,"December 25, 2019",Virginia,Richmond,3,1,4,0,0,0,0,No suspects,3,Low
2152,1579266,"December 24, 2019",Louisiana,New Orleans,4,0,4,0,0,0,0,No suspects,3,Low
2153,1594317,"December 24, 2019",Illinois,Joliet,5,0,5,0,0,0,0,No suspects,3,Medium
2154,1579220,"December 24, 2019",North Carolina,High Point,6,0,6,0,0,0,0,No suspects,3,Medium
2155,1577577,"December 22, 2019",Maryland,Baltimore,7,0,7,0,0,0,0,No suspects,3,Medium
2156,1577688,"December 22, 2019",Minnesota,Minneapolis (Spring Lake Park),7,1,8,0,0,0,0,No suspects,3,Medium
2157,1577518,"December 22, 2019",Illinois,Chicago,12,0,12,1,0,2,3,Multiple suspects,3,Medium
2158,1578711,"December 21, 2019",Louisiana,Edgard,4,0,4,0,0,1,1,Single suspect,1,Low
2159,1577046,"December 20, 2019",Mississippi,Waynesboro,6,1,7,0,0,1,1,Single suspect,2,Medium
2160,1577438,"December 20, 2019",Alabama,Tuskegee,2,2,4,0,0,0,0,No suspects,2,Low
2161,1575175,"December 18, 2019",Texas,San Antonio,4,0,4,0,0,4,4,Multiple suspects,1,Low
2162,1573754,"December 17, 2019",Montana,Great Falls,1,3,4,0,1,0,1,Single suspect,1,Low
2163,1572275,"December 15, 2019",Georgia,Columbus,4,1,5,0,0,0,0,No suspects,1,Medium
2164,1573471,"December 14, 2019",California,Ivanhoe,4,0,4,0,0,0,0,No suspects,1,Low
2165,1571348,"December 12, 2019",Missouri,Saint Louis (Moline Acres),3,1,4,0,0,1,1,Single suspect,1,Low
2166,1568230,"December 10, 2019",New Jersey,Jersey City,3,4,7,0,2,0,2,Multiple suspects,1,Medium
2167,1567932,"December 8, 2019",Texas,Desoto,3,2,5,0,0,0,0,No suspects,2,Medium
2168,1567231,"December 8, 2019",Louisiana,New Orleans,4,1,5,0,0,0,0,No suspects,2,Medium
2169,1565216,"December 6, 2019",Florida,Pensacola,8,3,11,0,1,0,1,Single suspect,1,Medium
2170,1564524,"December 4, 2019",Alabama,Montgomery,2,2,4,0,0,0,0,No suspects,1,Low
2171,1562685,"December 1, 2019",Michigan,Kalamazoo,3,1,4,0,0,1,1,Single suspect,5,Low
2172,1562043,"December 1, 2019",Louisiana,Cotton Valley,3,2,5,0,0,1,1,Single suspect,5,Medium
2173,1561966,"December 1, 2019",Louisiana,New Orleans,2,2,4,0,0,0,0,No suspects,5,Low
2174,1561813,"December 1, 2019",Illinois,Aurora,4,1,5,0,0,0,0,No suspects,5,Medium
2175,1561734,"December 1, 2019",Louisiana,New Orleans,11,0,11,1,0,2,3,Multiple suspects,5,Medium
2176,1561398,"November 30, 2019",Arkansas,Hensley,5,0,5,0,0,1,1,Single suspect,1,Medium
2177,1560645,"November 29, 2019",Texas,Amarillo,7,0,7,0,0,0,0,No suspects,1,Medium
2178,1559257,"November 27, 2019",New York,Bronx,5,0,5,0,0,1,1,Single suspect,1,Medium
2179,1558067,"November 25, 2019",Florida,Brownsville,2,2,4,0,0,2,2,Multiple suspects,1,Low
2180,1557006,"November 24, 2019",Alabama,Birmingham,4,1,5,0,0,0,0,No suspects,3,Medium
2181,1556633,"November 24, 2019",California,Los Angeles,6,0,6,0,0,0,0,No suspects,3,Medium
2182,1556984,"November 24, 2019",Louisiana,Cottonport,2,2,4,0,0,1,1,Single suspect,3,Low
2183,1555879,"November 23, 2019",California,Los Angeles,4,0,4,0,0,1,1,Single suspect,2,Low
2184,1556002,"November 23, 2019",Louisiana,Tallulah,6,1,7,0,0,1,1,Single suspect,2,Medium
2185,1554807,"November 21, 2019",Washington,Everett,4,0,4,0,0,1,1,Single suspect,2,Low
2186,1555135,"November 21, 2019",California,Long Beach,5,0,5,0,0,0,0,No suspects,2,Medium
2187,1554446,"November 20, 2019",California,Richmond,4,0,4,0,0,0,0,No suspects,1,Low
2188,1552068,"November 18, 2019",New Jersey,Newark,4,1,5,0,0,0,0,No suspects,1,Medium
2189,1551531,"November 17, 2019",California,Fresno,6,4,10,0,0,4,4,Multiple suspects,2,Medium
2190,1551162,"November 17, 2019",Ohio,Cleveland,4,0,4,0,0,0,0,No suspects,2,Low
2191,1550546,"November 16, 2019",California,San Diego,0,5,5,0,1,0,1,Single suspect,1,Medium
2192,1548689,"November 14, 2019",California,Santa Clarita,3,2,5,0,1,0,1,Single suspect,1,Medium
2193,1547021,"November 11, 2019",Florida,Belle Glade,4,0,4,0,0,0,0,No suspects,1,Low
2194,1546102,"November 10, 2019",Missouri,Kansas City,4,0,4,0,0,0,0,No suspects,3,Low
2195,1546038,"November 10, 2019",Tennessee,Memphis,4,1,5,0,0,0,0,No suspects,3,Medium
2196,1546155,"November 10, 2019",Arkansas,Little Rock,4,0,4,0,0,0,0,No suspects,3,Low
2197,1545955,"November 9, 2019",Michigan,Detroit,4,0,4,0,0,0,0,No suspects,2,Low
2198,1546508,"November 9, 2019",Georgia,Vidalia,4,0,4,0,0,2,2,Multiple suspects,2,Low
2199,1543835,"November 7, 2019",Georgia,Conyers,3,1,4,0,1,0,1,Single suspect,1,Low
2200,1541774,"November 4, 2019",Texas,Houston,3,1,4,1,0,0,1,Single suspect,1,Low
2201,1540863,"November 3, 2019",Ohio,Toledo,4,0,4,0,0,0,0,No suspects,2,Low
2202,1540841,"November 3, 2019",Texas,Nacogdoches,3,1,4,0,0,1,1,Single suspect,2,Low
2203,1540280,"November 2, 2019",Louisiana,Baton Rouge,4,0,4,0,0,0,0,No suspects,2,Low
2204,1540240,"November 2, 2019",Michigan,Detroit,4,1,5,0,0,0,0,No suspects,2,Medium
2205,1539572,"November 1, 2019",Arizona,Tolleson,5,0,5,0,0,0,0,No suspects,2,Medium
2206,1539557,"November 1, 2019",Texas,San Angelo,4,0,4,0,0,2,2,Multiple suspects,2,Low
2207,1539347,"October 31, 2019",California,Orinda,3,5,8,0,0,0,0,No suspects,1,Medium
2208,1537992,"October 30, 2019",Pennsylvania,Philadelphia,0,4,4,0,0,1,1,Single suspect,1,Low
2209,1537044,"October 29, 2019",Maryland,Baltimore,3,1,4,0,0,0,0,No suspects,2,Low
2210,1537672,"October 29, 2019",California,Long Beach,9,3,12,0,0,11,11,Multiple suspects,2,Medium
2211,1536787,"October 28, 2019",Maryland,Baltimore,3,1,4,0,0,0,0,No suspects,1,Low
2212,1536706,"October 27, 2019",Michigan,Detroit,4,0,4,0,0,0,0,No suspects,2,Low
2213,1535629,"October 27, 2019",Michigan,Lansing,4,1,5,0,0,0,0,No suspects,2,Medium
2214,1535478,"October 26, 2019",Texas,Greenville,6,2,8,0,0,0,0,No suspects,1,Medium
2215,1534704,"October 24, 2019",Oklahoma,Oklahoma City,2,2,4,0,0,0,0,No suspects,1,Low
2216,1533166,"October 22, 2019",Oklahoma,Oklahoma City (Midwest City),3,1,4,0,0,0,0,No suspects,1,Low
2217,1531326,"October 21, 2019",South Carolina,Sumter,4,0,4,0,0,1,1,Single suspect,1,Low
2218,1530965,"October 20, 2019",Texas,Port Arthur,3,1,4,0,0,0,0,No suspects,1,Low
2219,1530407,"October 19, 2019",Pennsylvania,Duquesne,4,0,4,0,0,0,0,No suspects,2,Low
2220,1530276,"October 19, 2019",Texas,El Paso,4,1,5,0,0,1,1,Single suspect,2,Medium
2221,1527528,"October 15, 2019",Ohio,Columbus,4,0,4,0,0,0,0,No suspects,1,Low
2222,1525999,"October 13, 2019",Pennsylvania,Philadelphia,6,0,6,0,0,0,0,No suspects,2,Medium
2223,1526952,"October 13, 2019",Ohio,Akron,4,0,4,0,0,0,0,No suspects,2,Low
2224,1525062,"October 12, 2019",New York,Brooklyn,3,3,6,0,1,0,1,Single suspect,5,Medium
2225,1525476,"October 12, 2019",Illinois,Chicago,0,5,5,0,0,1,1,Single suspect,5,Medium
2226,1525408,"October 12, 2019",Pennsylvania,Philadelphia,3,1,4,0,0,0,0,No suspects,5,Low
2227,1525628,"October 12, 2019",Maryland,Baltimore,3,1,4,0,0,0,0,No suspects,5,Low
2228,1525265,"October 12, 2019",Michigan,Eastpointe,5,1,6,0,0,1,1,Single suspect,5,Medium
2229,1523606,"October 10, 2019",Florida,Tampa,2,2,4,0,0,0,0,No suspects,2,Low
2230,1524264,"October 10, 2019",Pennsylvania,Philadelphia,5,0,5,0,0,0,0,No suspects,2,Medium
2231,1522979,"October 9, 2019",Massachusetts,Lowell,5,0,5,0,0,0,0,No suspects,2,Medium
2232,1523204,"October 9, 2019",Maryland,Baltimore,3,1,4,0,0,0,0,No suspects,2,Low
2233,1521226,"October 7, 2019",Massachusetts,Abington,0,4,4,0,1,0,1,Single suspect,1,Low
2234,1520425,"October 6, 2019",Indiana,Evansville,5,0,5,0,0,1,1,Single suspect,3,Medium
2235,1520499,"October 6, 2019",Colorado,Denver,4,0,4,0,0,0,0,No suspects,3,Low
2236,1520330,"October 6, 2019",Kansas,Kansas City,5,4,9,0,0,2,2,Multiple suspects,3,Medium
2237,1520547,"October 5, 2019",Missouri,Saint Louis,5,0,5,0,0,0,0,No suspects,1,Medium
2238,1519090,"October 3, 2019",North Carolina,Roxboro,3,1,4,0,0,0,0,No suspects,2,Low
2239,1518859,"October 3, 2019",Missouri,Marshall,3,1,4,0,0,1,1,Single suspect,2,Low
2240,1517804,"October 1, 2019",Missouri,Saint Louis,4,0,4,0,0,0,0,No suspects,1,Low
2241,1515312,"September 29, 2019",Illinois,Round Lake (Round Lake Park),3,1,4,0,0,0,0,No suspects,5,Low
2242,1515242,"September 29, 2019",Wisconsin,Milwaukee,4,0,4,0,0,0,0,No suspects,5,Low
2243,1515128,"September 29, 2019",Florida,Jacksonville,4,0,4,0,0,0,0,No suspects,5,Low
2244,1517360,"September 29, 2019",Kansas,Claflin,4,0,4,0,0,0,0,No suspects,5,Low
2245,1515327,"September 29, 2019",Texas,Beaumont,0,4,4,0,0,1,1,Single suspect,5,Low
2246,1511999,"September 24, 2019",Illinois,Chicago,3,1,4,0,0,0,0,No suspects,1,Low
2247,1510411,"September 23, 2019",Indiana,Gary,2,2,4,0,0,1,1,Single suspect,1,Low
2248,1509721,"September 22, 2019",Missouri,Kansas City,5,0,5,0,0,0,0,No suspects,1,Medium
2249,1509411,"September 21, 2019",Louisiana,New Orleans,4,0,4,0,0,0,0,No suspects,4,Low
2250,1508804,"September 21, 2019",South Carolina,Lancaster,8,2,10,0,0,1,1,Single suspect,4,Medium
2251,1512486,"September 21, 2019",Ohio,Cleveland,0,4,4,0,0,1,1,Single suspect,4,Low
2252,1509510,"September 21, 2019",Indiana,Indianapolis,6,0,6,0,0,0,0,No suspects,4,Medium
2253,1508859,"September 20, 2019",Louisiana,New Orleans,5,1,6,0,0,1,1,Single suspect,1,Medium
2254,1507939,"September 19, 2019",District of Columbia,Washington,5,1,6,0,0,0,0,No suspects,1,Medium
2255,1507156,"September 18, 2019",Illinois,Chicago,1,3,4,0,0,0,0,No suspects,2,Low
2256,1507092,"September 18, 2019",California,Wilmington,2,2,4,0,0,0,0,No suspects,2,Low
2257,1505354,"September 16, 2019",Wyoming,Cheyenne,2,2,4,0,0,1,1,Single suspect,1,Low
2258,1504030,"September 14, 2019",Missouri,Saint Louis,3,1,4,0,0,0,0,No suspects,3,Low
2259,1504012,"September 14, 2019",California,Oakland,4,1,5,0,0,1,1,Single suspect,3,Medium
2260,1504387,"September 14, 2019",Georgia,Lagrange,4,0,4,0,0,1,1,Single suspect,3,Low
2261,1503207,"September 12, 2019",New Mexico,Albuquerque,0,1,1,4,0,2,6,Multiple suspects,2,Low
2262,1503192,"September 12, 2019",New Mexico,Albuquerque,2,4,6,0,0,0,0,No suspects,2,Medium
2263,1501350,"September 10, 2019",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,1,Low
2264,1499460,"September 8, 2019",South Carolina,Sumter,2,2,4,0,0,3,3,Multiple suspects,2,Low
2265,1500098,"September 8, 2019",Louisiana,Alexandria,3,1,4,0,0,1,1,Single suspect,2,Low
2266,1499300,"September 7, 2019",North Carolina,Whiteville,1,3,4,0,0,2,2,Multiple suspects,1,Low
2267,1497180,"September 4, 2019",Florida,Jacksonville,4,0,4,0,0,0,0,No suspects,2,Low
2268,1497702,"September 4, 2019",Louisiana,Marrero,2,2,4,0,0,2,2,Multiple suspects,2,Low
2269,1494697,"September 2, 2019",North Carolina,Greensboro,2,2,4,0,0,0,0,No suspects,3,Low
2270,1495141,"September 2, 2019",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,3,Low
2271,1495192,"September 2, 2019",Alabama,Elkmont,0,5,5,0,0,1,1,Single suspect,3,Medium
2272,1494113,"September 1, 2019",Connecticut,Hartford,3,1,4,0,0,3,3,Multiple suspects,4,Low
2273,1494669,"September 1, 2019",North Carolina,Rocky Mount,4,0,4,0,0,0,0,No suspects,4,Low
2274,1494548,"September 1, 2019",Alabama,Valley,7,0,7,0,0,1,1,Single suspect,4,Medium
2275,1493374,"September 1, 2019",Ohio,Toledo,4,0,4,0,0,0,0,No suspects,4,Low
2276,1492778,"August 31, 2019",North Carolina,Charlotte,3,1,4,0,0,0,0,No suspects,7,Low
2277,1492377,"August 31, 2019",South Carolina,Moncks Corner,4,0,4,0,0,0,0,No suspects,7,Low
2278,1492441,"August 31, 2019",Texas,Odessa,23,7,30,0,1,0,1,Single suspect,7,High
2279,1492264,"August 31, 2019",Pennsylvania,Philadelphia,2,2,4,0,0,0,0,No suspects,7,Low
2280,1493429,"August 31, 2019",Maryland,Baltimore,4,0,4,0,0,0,0,No suspects,7,Low
2281,1492297,"August 31, 2019",Maryland,Frederick,4,0,4,0,0,3,3,Multiple suspects,7,Low
2282,1493038,"August 31, 2019",Illinois,Chicago,3,2,5,0,0,0,0,No suspects,7,Medium
2283,1491495,"August 30, 2019",Maryland,Baltimore,3,1,4,0,0,0,0,No suspects,2,Low
2284,1492087,"August 30, 2019",Alabama,Mobile,9,0,9,0,0,1,1,Single suspect,2,Medium
2285,1490466,"August 29, 2019",Maryland,Baltimore,3,1,4,0,0,0,0,No suspects,1,Low
2286,1487729,"August 25, 2019",New Mexico,Hobbs,4,3,7,0,0,1,1,Single suspect,2,Medium
2287,1487573,"August 25, 2019",Illinois,Chicago,3,1,4,0,0,0,0,No suspects,2,Low
2288,1487356,"August 24, 2019",Maryland,Temple Hills (Camp Springs),7,0,7,0,0,0,0,No suspects,2,Medium
2289,1487224,"August 24, 2019",Massachusetts,Lynn,3,1,4,0,0,3,3,Multiple suspects,2,Low
2290,1486232,"August 23, 2019",Texas,Houston,2,2,4,0,1,1,2,Multiple suspects,3,Low
2291,1489373,"August 23, 2019",Georgia,Dublin,4,0,4,0,0,1,1,Single suspect,3,Low
2292,1486675,"August 23, 2019",Missouri,Saint Louis,3,1,4,0,0,0,0,No suspects,3,Low
2293,1485340,"August 22, 2019",South Carolina,Columbia,2,2,4,0,0,1,1,Single suspect,2,Low
2294,1485548,"August 22, 2019",California,Los Angeles,4,0,4,0,0,0,0,No suspects,2,Low
2295,1484335,"August 20, 2019",Georgia,Atlanta,4,0,4,0,0,2,2,Multiple suspects,1,Low
2296,1482199,"August 18, 2019",Missouri,Kansas City,4,0,4,0,0,0,0,No suspects,1,Low
2297,1481989,"August 17, 2019",Texas,Houston,6,0,6,0,0,0,0,No suspects,1,Medium
2298,1480326,"August 15, 2019",Alabama,Montgomery,3,2,5,0,0,2,2,Multiple suspects,2,Medium
2299,1479894,"August 15, 2019",Pennsylvania,Philadelphia,5,0,5,0,0,0,0,No suspects,2,Medium
2300,1478869,"August 14, 2019",Pennsylvania,Philadelphia,6,0,6,0,0,1,1,Single suspect,1,Medium
2301,1479395,"August 13, 2019",Washington,Tacoma,3,2,5,0,0,0,0,No suspects,1,Medium
2302,1478480,"August 12, 2019",Mississippi,Greenwood,4,0,4,0,0,1,1,Single suspect,1,Low
2303,1475924,"August 11, 2019",Illinois,Chicago,6,0,6,0,0,0,0,No suspects,1,Medium
2304,1475361,"August 10, 2019",Virginia,Richmond,4,0,4,0,0,0,0,No suspects,2,Low
2305,1476271,"August 10, 2019",California,San Francisco,4,0,4,0,0,0,0,No suspects,2,Low
2306,1475208,"August 9, 2019",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,1,Low
2307,1472641,"August 7, 2019",Missouri,Saint Louis,1,3,4,0,0,0,0,No suspects,1,Low
2308,1469344,"August 5, 2019",New York,Brooklyn,4,0,4,0,0,0,0,No suspects,1,Low
2309,1527721,"August 4, 2019",Louisiana,Lake Charles,4,0,4,0,0,5,5,Multiple suspects,5,Low
2310,1468190,"August 4, 2019",Illinois,Chicago,7,1,8,0,0,0,0,No suspects,5,Medium
2311,1468799,"August 4, 2019",Tennessee,Memphis,3,1,4,0,0,0,0,No suspects,5,Low
2312,1468091,"August 4, 2019",Illinois,Chicago,7,0,7,0,0,0,0,No suspects,5,Medium
2313,1467828,"August 4, 2019",Ohio,Dayton,17,9,26,0,1,0,1,Single suspect,5,High
2314,1466705,"August 3, 2019",Texas,El Paso,23,23,46,0,0,1,1,Single suspect,1,High
2315,1467157,"August 2, 2019",Virginia,Suffolk,3,1,4,0,1,0,1,Single suspect,1,Low
2316,1462317,"July 30, 2019",Ohio,Columbus,5,0,5,0,0,0,0,No suspects,1,Medium
2317,1460630,"July 28, 2019",Pennsylvania,Philadelphia,5,1,6,0,0,0,0,No suspects,5,Medium
2318,1460448,"July 28, 2019",California,Gilroy,17,3,20,0,1,0,1,Single suspect,5,Medium
2319,1461352,"July 28, 2019",Wisconsin,Chippewa Falls,2,4,6,0,1,0,1,Single suspect,5,Medium
2320,1459941,"July 28, 2019",District of Columbia,Washington,4,0,4,0,0,1,1,Single suspect,5,Low
2321,1460726,"July 28, 2019",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,5,Low
2322,1459389,"July 27, 2019",Kansas,Wichita,3,1,4,0,0,1,1,Single suspect,2,Low
2323,1459718,"July 27, 2019",New York,Brooklyn,11,1,12,0,0,1,1,Single suspect,2,Medium
2324,1459201,"July 26, 2019",Washington,Kennewick,3,1,4,0,0,0,0,No suspects,1,Low
2325,1457165,"July 25, 2019",California,Canoga Park,2,4,6,0,0,1,1,Single suspect,1,Medium
2326,1453327,"July 21, 2019",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,2,Low
2327,1453884,"July 21, 2019",District of Columbia,Washington,4,0,4,0,0,0,0,No suspects,2,Low
