,Incident ID,Incident Date,State,City Or County,Victims Injured,Victims Killed,Total Victims,Suspects Injured,Suspects Killed,Suspects Arrested,Total Suspects,Suspect Category,Total Incients,Casualty Category
0,2589765,"May 6, 2023",Ohio,Columbus,3,1,4,1,0,0,1,Single suspect,1,Low
1,2589804,"May 5, 2023",Mississippi,Natchez,2,2,4,0,0,0,0,No suspects,3,Low
2,2589790,"May 5, 2023",Mississippi,Vicksburg,4,0,4,0,0,0,0,No suspects,3,Low
3,2589699,"May 5, 2023",Mississippi,Ocean Springs,5,1,6,0,0,0,0,No suspects,3,Medium
4,2587918,"May 3, 2023",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,2,Low
5,2587386,"May 3, 2023",Georgia,Atlanta,4,1,5,0,0,1,1,Single suspect,2,Medium
6,2586950,"May 2, 2023",Georgia,Stone Mountain,2,2,4,0,0,1,1,Single suspect,3,Low
7,2587288,"May 2, 2023",Florida,Lake Wales,0,4,4,0,1,0,1,Single suspect,3,Low
8,2588047,"May 2, 2023",Louisiana,Bossier City,2,2,4,0,0,1,1,Single suspect,3,Low
9,2584808,"April 30, 2023",Louisiana,Lafayette,5,1,6,0,0,0,0,No suspects,11,Medium
10,2584772,"April 30, 2023",Kentucky,Paducah,4,0,4,0,0,4,4,Multiple suspects,11,Low
11,2586872,"April 30, 2023",Oklahoma,Henryetta,0,6,6,0,1,0,1,Single suspect,11,Medium
12,2584779,"April 30, 2023",Oklahoma,Oklahoma City,3,1,4,0,0,0,0,No suspects,11,Low
13,2586747,"April 30, 2023",Nevada,Las Vegas (Enterprise),4,0,4,0,0,0,0,No suspects,11,Low
14,2584743,"April 30, 2023",Georgia,Athens,3,1,4,0,0,0,0,No suspects,11,Low
15,2584763,"April 30, 2023",Texas,Bryan,4,0,4,0,0,0,0,No suspects,11,Low
16,2585718,"April 30, 2023",California,Mojave,0,4,4,0,0,0,0,No suspects,11,Low
17,2584748,"April 30, 2023",Mississippi,Bay Saint Louis,4,2,6,0,0,1,1,Single suspect,11,Medium
18,2584930,"April 30, 2023",Massachusetts,Lawrence,5,1,6,0,0,0,0,No suspects,11,Medium
19,2585253,"April 30, 2023",Alabama,Birmingham,4,0,4,0,0,1,1,Single suspect,11,Low
20,2584240,"April 29, 2023",South Carolina,Columbia,9,0,9,0,0,2,2,Multiple suspects,2,Medium
21,2584711,"April 29, 2023",Washington,Auburn,4,0,4,0,0,0,0,No suspects,2,Low
22,2583589,"April 28, 2023",Pennsylvania,Philadelphia,1,3,4,0,0,2,2,Multiple suspects,2,Low
23,2584064,"April 28, 2023",Texas,Cleveland,0,5,5,0,0,1,1,Single suspect,2,Medium
24,2579179,"April 23, 2023",Texas,Jasper,11,0,11,0,0,4,4,Multiple suspects,1,Medium
25,2579262,"April 22, 2023",North Carolina,Winston Salem (Winston-salem),4,1,5,0,0,0,0,No suspects,1,Medium
26,2579441,"April 21, 2023",Georgia,Rockmart,4,0,4,0,0,0,0,No suspects,2,Low
27,2578168,"April 21, 2023",District of Columbia,Washington,8,0,8,0,0,0,0,No suspects,2,Medium
28,2577642,"April 20, 2023",Connecticut,Hartford,3,1,4,0,0,0,0,No suspects,2,Low
29,2577693,"April 20, 2023",New Jersey,Trenton,3,1,4,0,0,0,0,No suspects,2,Low
30,2575621,"April 18, 2023",Maine,Bowdoin,3,4,7,0,0,1,1,Single suspect,2,Medium
31,2576366,"April 18, 2023",North Carolina,Fayetteville,3,1,4,0,0,1,1,Single suspect,2,Low
32,2574455,"April 17, 2023",Maryland,Baltimore,4,0,4,0,0,0,0,No suspects,1,Low
33,2574091,"April 16, 2023",Mississippi,Biloxi,5,0,5,0,0,0,0,No suspects,2,Medium
34,2574324,"April 16, 2023",Georgia,Keysville,4,0,4,0,0,0,0,No suspects,2,Low
35,2573436,"April 15, 2023",Alabama,Dadeville,32,4,36,0,0,6,6,Multiple suspects,7,High
36,2572960,"April 15, 2023",Hawaii,Waianae,3,2,5,0,0,2,2,Multiple suspects,7,Medium
37,2572997,"April 15, 2023",California,Northridge,3,1,4,0,0,1,1,Single suspect,7,Low
38,2572582,"April 15, 2023",New Jersey,Paterson,6,0,6,0,0,0,0,No suspects,7,Medium
39,2573200,"April 15, 2023",New Jersey,Newark,3,1,4,0,0,1,1,Single suspect,7,Low
40,2573179,"April 15, 2023",Arizona,Phoenix,4,0,4,0,0,0,0,No suspects,7,Low
41,2573266,"April 15, 2023",Kentucky,Louisville,4,2,6,0,0,0,0,No suspects,7,Medium
42,2572471,"April 14, 2023",Missouri,Kansas City,4,1,5,0,0,0,0,No suspects,1,Medium
43,2571130,"April 13, 2023",New York,Bronx,4,0,4,0,0,0,0,No suspects,2,Low
44,2571648,"April 13, 2023",Michigan,Detroit,4,0,4,1,0,1,2,Multiple suspects,2,Low
45,2570622,"April 12, 2023",Ohio,Toledo,5,1,6,0,0,0,0,No suspects,4,Medium
46,2570985,"April 12, 2023",Indiana,Fort Wayne,3,1,4,0,0,0,0,No suspects,4,Low
47,2570789,"April 12, 2023",North Carolina,Goldsboro,5,1,6,0,0,0,0,No suspects,4,Medium
48,2570823,"April 12, 2023",New Jersey,Trenton,4,0,4,0,0,0,0,No suspects,4,Low
49,2569434,"April 11, 2023",District of Columbia,Washington,3,1,4,0,0,0,0,No suspects,1,Low
50,2568184,"April 10, 2023",Kentucky,Louisville,5,5,10,0,1,0,1,Single suspect,1,Medium
51,2568150,"April 9, 2023",Florida,Orlando,2,3,5,0,0,0,0,No suspects,1,Medium
52,2567299,"April 8, 2023",Texas,Houston,4,0,4,0,0,0,0,No suspects,1,Low
53,2566705,"April 7, 2023",South Carolina,Isle Of Palms,5,0,5,0,0,3,3,Multiple suspects,2,Medium
54,2566449,"April 7, 2023",Louisiana,New Orleans,4,0,4,0,0,0,0,No suspects,2,Low
55,2566162,"April 6, 2023",Pennsylvania,Philadelphia,4,0,4,0,0,0,0,No suspects,1,Low
56,2565404,"April 5, 2023",Virginia,Virginia Beach,4,0,4,0,0,0,0,No suspects,1,Low
57,2564607,"April 4, 2023",Pennsylvania,Philadelphia,4,1,5,0,0,0,0,No suspects,1,Medium
58,2564328,"April 3, 2023",Tennessee,Jackson,4,0,4,0,0,0,0,No suspects,3,Low
59,2564074,"April 3, 2023",Georgia,Atlanta,3,1,4,0,0,0,0,No suspects,3,Low
60,2564105,"April 3, 2023",Colorado,Pueblo,3,1,4,0,0,0,0,No suspects,3,Low
61,2562882,"April 2, 2023",District of Columbia,Washington,4,0,4,0,0,0,0,No suspects,3,Low
62,2562631,"April 2, 2023",California,Moreno Valley,4,0,4,0,0,0,0,No suspects,3,Low
63,2563072,"April 2, 2023",North Carolina,Fayetteville,4,1,5,0,0,0,0,No suspects,3,Medium
64,2562492,"April 1, 2023",Maryland,Baltimore,1,3,4,0,0,1,1,Single suspect,1,Low
65,2559838,"March 29, 2023",Tennessee,Memphis,4,2,6,1,0,3,4,Multiple suspects,1,Medium
66,2555459,"March 27, 2023",Tennessee,Nashville,0,6,6,0,1,0,1,Single suspect,2,Medium
67,2555326,"March 27, 2023",Wisconsin,Milwaukee,5,0,5,0,0,0,0,No suspects,2,Medium
68,2554779,"March 26, 2023",Pennsylvania,Philadelphia,2,2,4,0,0,0,0,No suspects,4,Low
69,2555309,"March 26, 2023",Minnesota,Minneapolis,6,0,6,0,0,0,0,No suspects,4,Medium
70,2555301,"March 26, 2023",Arkansas,Little Rock,5,2,7,0,0,0,0,No suspects,4,Medium
71,2555123,"March 26, 2023",Louisiana,Minden,4,0,4,0,0,3,3,Multiple suspects,4,Low
72,2553878,"March 25, 2023",Illinois,Macomb,10,1,11,0,0,2,2,Multiple suspects,4,Medium
73,2553829,"March 25, 2023",Louisiana,Shreveport,5,1,6,0,0,1,1,Single suspect,4,Medium
74,2554912,"March 25, 2023",New York,Hempstead,4,0,4,0,0,0,0,No suspects,4,Low
75,2555579,"March 25, 2023",North Carolina,Williamston,5,0,5,0,0,0,0,No suspects,4,Medium
76,2553843,"March 24, 2023",Louisiana,Shreveport,8,0,8,0,0,0,0,No suspects,1,Medium
77,2552552,"March 23, 2023",Maryland,Baltimore,5,1,6,0,0,1,1,Single suspect,1,Medium
78,2551596,"March 21, 2023",New Jersey,Trenton,4,0,4,0,0,0,0,No suspects,2,Low
79,2551678,"March 21, 2023",South Carolina,Sumter,0,4,4,0,1,0,1,Single suspect,2,Low
80,2550749,"March 20, 2023",Wisconsin,Milwaukee,5,1,6,0,0,1,1,Single suspect,1,Medium
81,2548773,"March 18, 2023",Ohio,Columbus,4,2,6,0,0,0,0,No suspects,3,Medium
82,2549452,"March 18, 2023",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,3,Low
83,2549324,"March 18, 2023",Texas,Dallas,4,0,4,0,0,0,0,No suspects,3,Low
84,2546495,"March 15, 2023",Oregon,Portland,2,2,4,0,0,0,0,No suspects,1,Low
85,2545871,"March 14, 2023",Alabama,Birmingham,0,4,4,0,0,1,1,Single suspect,1,Low
86,2545631,"March 13, 2023",Texas,Lubbock,3,1,4,0,0,1,1,Single suspect,1,Low
87,2544817,"March 12, 2023",Texas,Dallas,0,4,4,0,0,2,2,Multiple suspects,1,Low
88,2543748,"March 11, 2023",New York,Brooklyn,3,1,4,0,0,0,0,No suspects,2,Low
89,2544920,"March 11, 2023",Washington,Vancouver,3,1,4,0,0,2,2,Multiple suspects,2,Low
90,2543201,"March 10, 2023",Florida,Hialeah,0,4,4,0,1,0,1,Single suspect,1,Low
91,2541580,"March 7, 2023",Tennessee,Memphis,4,0,4,0,0,0,0,No suspects,2,Low
92,2541937,"March 7, 2023",Arkansas,Pine Bluff,2,2,4,0,0,1,1,Single suspect,2,Low
93,2539814,"March 6, 2023",California,Sacramento,1,3,4,0,0,1,1,Single suspect,2,Low
94,2540078,"March 6, 2023",Tennessee,Memphis,1,3,4,0,0,1,1,Single suspect,2,Low
95,2539582,"March 5, 2023",Illinois,Bolingbrook,1,3,4,0,0,1,1,Single suspect,4,Low
96,2539165,"March 5, 2023",Maryland,Capitol Heights,4,0,4,0,0,0,0,No suspects,4,Low
97,2539515,"March 5, 2023",Florida,Lake City,4,0,4,0,0,0,0,No suspects,4,Low
98,2539065,"March 5, 2023",Louisiana,Shreveport,4,0,4,0,0,0,0,No suspects,4,Low
99,2539082,"March 4, 2023",California,Los Angeles,4,0,4,0,0,0,0,No suspects,4,Low
100,2539196,"March 4, 2023",Georgia,Douglasville,7,2,9,0,0,5,5,Multiple suspects,4,Medium
101,2539531,"March 4, 2023",Missouri,Cape Girardeau,5,0,5,0,0,2,2,Multiple suspects,4,Medium
102,2538963,"March 4, 2023",California,San Pedro,4,0,4,1,0,1,2,Multiple suspects,4,Low
103,2536665,"March 1, 2023",Florida,Cocoa,0,4,4,0,0,1,1,Single suspect,1,Low
104,2534810,"February 27, 2023",Tennessee,Memphis,2,2,4,1,0,1,2,Multiple suspects,2,Low
105,2534995,"February 27, 2023",Ohio,New Richmond,1,3,4,0,1,0,1,Single suspect,2,Low
106,2534097,"February 26, 2023",Michigan,Detroit,2,2,4,0,0,0,0,No suspects,3,Low
107,2534613,"February 26, 2023",Florida,Pompano Beach,2,2,4,0,0,1,1,Single suspect,3,Low
108,2534174,"February 26, 2023",Tennessee,Memphis,4,1,5,0,0,0,0,No suspects,3,Medium
109,2533625,"February 25, 2023",Minnesota,Saint Paul,3,2,5,0,0,1,1,Single suspect,2,Medium
110,2534393,"February 25, 2023",Illinois,Machesney Park,4,0,4,0,0,2,2,Multiple suspects,2,Low
111,2533920,"February 24, 2023",Louisiana,Abbeville,4,0,4,0,0,0,0,No suspects,1,Low
112,2532658,"February 23, 2023",Pennsylvania,Philadelphia,7,0,7,0,0,0,0,No suspects,1,Medium
113,2531512,"February 22, 2023",Florida,Orlando,2,3,5,0,0,1,1,Single suspect,1,Medium
114,2531078,"February 21, 2023",Colorado,Colorado Springs,5,0,5,0,0,0,0,No suspects,1,Medium
115,2529381,"February 19, 2023",Illinois,Chicago,3,3,6,0,0,0,0,No suspects,4,Medium
116,2528691,"February 19, 2023",Indiana,Indianapolis,4,0,4,0,0,0,0,No suspects,4,Low
117,2528713,"February 19, 2023",Tennessee,Memphis,10,1,11,0,0,2,2,Multiple suspects,4,Medium
118,2529243,"February 19, 2023",Louisiana,New Orleans,4,1,5,0,0,1,1,Single suspect,4,Medium
119,2528774,"February 18, 2023",Missouri,Saint Louis,4,0,4,0,0,0,0,No suspects,3,Low
120,2528505,"February 18, 2023",Georgia,Columbus,1,3,4,0,0,1,1,Single suspect,3,Low
121,2528239,"February 18, 2023",South Carolina,Loris,4,0,4,0,0,0,0,No suspects,3,Low
122,2527517,"February 17, 2023",Mississippi,Coldwater,0,6,6,0,0,1,1,Single suspect,2,Medium
123,2528066,"February 17, 2023",Georgia,Columbus,9,0,9,0,0,2,2,Multiple suspects,2,Medium
124,2527234,"February 15, 2023",Maryland,Baltimore,4,0,4,0,0,0,0,No suspects,2,Low
125,2526362,"February 15, 2023",Texas,El Paso,3,1,4,1,0,1,2,Multiple suspects,2,Low
126,2525382,"February 14, 2023",Pennsylvania,Pittsburgh,4,0,4,0,0,0,0,No suspects,2,Low
127,2525634,"February 14, 2023",New York,Buffalo,5,0,5,0,0,0,0,No suspects,2,Medium
128,2525591,"February 13, 2023",New Jersey,Paterson,4,0,4,0,0,0,0,No suspects,2,Low
129,2524577,"February 13, 2023",Michigan,East Lansing,5,3,8,0,1,0,1,Single suspect,2,Medium
130,2523928,"February 12, 2023",Mississippi,Louisville,5,1,6,0,0,0,0,No suspects,1,Medium
131,2522649,"February 10, 2023",New York,Brooklyn,4,0,4,0,0,0,0,No suspects,2,Low
132,2522557,"February 10, 2023",New York,Bronx,2,2,4,0,0,2,2,Multiple suspects,2,Low
133,2521084,"February 8, 2023",North Carolina,Laurinburg,4,0,4,0,0,0,0,No suspects,3,Low
134,2521112,"February 8, 2023",Louisiana,New Orleans,4,2,6,0,0,0,0,No suspects,3,Medium
135,2521423,"February 8, 2023",North Carolina,Elizabeth City,4,0,4,0,0,0,0,No suspects,3,Low
136,2518860,"February 6, 2023",Texas,Corpus Christi,3,1,4,1,0,3,4,Multiple suspects,1,Low
137,2518344,"February 5, 2023",Arizona,Tucson,3,1,4,0,0,1,1,Single suspect,4,Low
138,2518456,"February 5, 2023",Arkansas,Newport,4,1,5,0,0,4,4,Multiple suspects,4,Medium
139,2518292,"February 5, 2023",California,Stockton,3,1,4,0,0,0,0,No suspects,4,Low
140,2518281,"February 5, 2023",Colorado,Peyton,3,2,5,0,0,0,0,No suspects,4,Medium
141,2517797,"February 4, 2023",Texas,Huntsville,2,2,4,0,0,2,2,Multiple suspects,1,Low
142,2516494,"February 1, 2023",California,Los Angeles,5,0,5,0,0,0,0,No suspects,2,Medium
143,2516309,"February 1, 2023",Texas,Texas City,4,0,4,0,0,0,0,No suspects,2,Low
144,2514902,"January 31, 2023",North Carolina,Durham,2,2,4,0,0,0,0,No suspects,1,Low
145,2514564,"January 30, 2023",Florida,Lakeland,11,0,11,0,0,5,5,Multiple suspects,2,Medium
146,2514220,"January 30, 2023",Texas,Dallas,3,1,4,1,0,1,2,Multiple suspects,2,Low
147,2513512,"January 29, 2023",Ohio,Columbus,3,1,4,0,0,1,1,Single suspect,2,Low
148,2513575,"January 29, 2023",North Carolina,Greensboro,6,1,7,0,0,1,1,Single suspect,2,Medium
149,2513517,"January 28, 2023",South Carolina,Andrews,2,2,4,0,0,1,1,Single suspect,4,Low
150,2513496,"January 28, 2023",Texas,Austin,3,2,5,0,0,1,1,Single suspect,4,Medium
151,2513044,"January 28, 2023",California,Beverly Hills,2,3,5,0,0,0,0,No suspects,4,Medium
152,2513527,"January 28, 2023",Pennsylvania,Philadelphia,4,0,4,0,0,0,0,No suspects,4,Low
153,2512985,"January 27, 2023",California,San Diego,3,1,4,0,0,1,1,Single suspect,1,Low
154,2512343,"January 26, 2023",New Jersey,Newark,4,1,5,0,0,0,0,No suspects,2,Medium
155,2512617,"January 26, 2023",Pennsylvania,Lancaster,4,0,4,0,0,0,0,No suspects,2,Low
156,2510365,"January 24, 2023",North Carolina,Red Springs,1,3,4,0,0,1,1,Single suspect,1,Low
157,2509362,"January 23, 2023",Illinois,Chicago,3,2,5,0,0,0,0,No suspects,3,Medium
158,2510063,"January 23, 2023",California,Oakland,4,1,5,0,0,1,1,Single suspect,3,Medium
159,2509663,"January 23, 2023",California,Half Moon Bay,1,7,8,0,0,1,1,Single suspect,3,Medium
160,2508370,"January 22, 2023",Louisiana,Baton Rouge,12,0,12,0,0,2,2,Multiple suspects,3,Medium
161,2508683,"January 22, 2023",Mississippi,Robinsonville (Tunica Resorts),4,0,4,0,0,0,0,No suspects,3,Low
162,2508522,"January 22, 2023",Louisiana,Shreveport,7,1,8,0,0,0,0,No suspects,3,Medium
163,2507836,"January 21, 2023",California,Monterey Park,9,11,20,0,1,0,1,Single suspect,1,Medium
164,2504645,"January 17, 2023",Texas,Houston,4,0,4,0,0,0,0,No suspects,1,Low
165,2503345,"January 16, 2023",California,Goshen,0,6,6,0,0,2,2,Multiple suspects,3,Medium
166,2503245,"January 16, 2023",Florida,Sanford,5,1,6,0,0,0,0,No suspects,3,Medium
167,2503649,"January 16, 2023",Florida,Fort Pierce,7,1,8,0,0,1,1,Single suspect,3,Medium
168,2503058,"January 15, 2023",Illinois,Rockford,1,3,4,1,0,0,1,Single suspect,4,Low
169,2502680,"January 15, 2023",Texas,Houston,4,1,5,0,0,0,0,No suspects,4,Medium
170,2503178,"January 15, 2023",Florida,Homestead,3,1,4,0,0,0,0,No suspects,4,Low
171,2503197,"January 15, 2023",Arizona,Phoenix,4,0,4,0,0,0,0,No suspects,4,Low
172,2502550,"January 14, 2023",Missouri,Saint Louis (Moline Acres),4,0,4,0,0,0,0,No suspects,1,Low
173,2501869,"January 13, 2023",Ohio,Cleveland,1,4,5,0,0,1,1,Single suspect,1,Medium
174,2499119,"January 9, 2023",Minnesota,Minneapolis,4,0,4,0,0,0,0,No suspects,3,Low
175,2499381,"January 9, 2023",Pennsylvania,Philadelphia,1,3,4,0,0,1,1,Single suspect,3,Low
176,2498792,"January 9, 2023",Colorado,Denver,4,0,4,0,0,0,0,No suspects,3,Low
177,2498013,"January 8, 2023",Minnesota,Minneapolis,4,0,4,0,0,0,0,No suspects,2,Low
178,2499425,"January 8, 2023",Georgia,Albany,4,0,4,0,0,0,0,No suspects,2,Low
179,2497502,"January 7, 2023",North Carolina,High Point,0,4,4,0,1,0,1,Single suspect,2,Low
180,2497948,"January 7, 2023",Alabama,Huntsville,9,2,11,0,0,3,3,Multiple suspects,2,Medium
181,2496714,"January 6, 2023",Texas,Dallas,2,3,5,0,0,0,0,No suspects,2,Medium
182,2497164,"January 6, 2023",California,San Francisco,3,1,4,0,0,0,0,No suspects,2,Low
183,2496431,"January 5, 2023",Louisiana,New Orleans,3,2,5,0,0,0,0,No suspects,2,Medium
184,2496391,"January 5, 2023",Florida,Miami Gardens,10,0,10,0,0,0,0,No suspects,2,Medium
185,2495648,"January 4, 2023",Utah,Cedar City (Enoch),0,7,7,0,1,0,1,Single suspect,3,Medium
186,2494934,"January 4, 2023",Maryland,Baltimore,4,1,5,0,0,1,1,Single suspect,3,Medium
187,2495059,"January 4, 2023",Virginia,Dumfries,4,1,5,0,0,1,1,Single suspect,3,Medium
188,2494254,"January 3, 2023",District of Columbia,Washington,3,1,4,0,0,0,0,No suspects,2,Low
189,2494425,"January 3, 2023",Louisiana,New Orleans,5,0,5,0,0,0,0,No suspects,2,Medium
190,2492448,"January 1, 2023",Florida,Ocala,4,2,6,0,0,0,0,No suspects,6,Medium
191,2492601,"January 1, 2023",Illinois,Chicago,3,1,4,0,0,0,0,No suspects,6,Low
192,2497601,"January 1, 2023",Florida,Miami Gardens,9,0,9,0,0,0,0,No suspects,6,Medium
193,2492611,"January 1, 2023",North Carolina,Durham,5,0,5,0,0,0,0,No suspects,6,Medium
194,2493102,"January 1, 2023",Pennsylvania,Allentown,4,0,4,0,0,0,0,No suspects,6,Low
195,2492314,"January 1, 2023",Ohio,Columbus,4,1,5,0,0,2,2,Multiple suspects,6,Medium
196,2491656,"December 31, 2022",Arizona,Phoenix,9,0,9,0,0,0,0,No suspects,2,Medium
197,2492253,"December 31, 2022",Alabama,Mobile,7,1,8,1,0,1,2,Multiple suspects,2,Medium
198,2491054,"December 30, 2022",Tennessee,Memphis,3,1,4,0,0,0,0,No suspects,2,Low
199,2490925,"December 30, 2022",Texas,Humble,3,2,5,0,0,0,0,No suspects,2,Medium
200,2489614,"December 28, 2022",New York,Bronx,3,1,4,0,0,2,2,Multiple suspects,2,Low
201,2490150,"December 28, 2022",Texas,Dallas,6,0,6,0,0,0,0,No suspects,2,Medium
202,2488952,"December 27, 2022",District of Columbia,Washington,4,0,4,0,0,0,0,No suspects,3,Low
203,2489345,"December 27, 2022",Ohio,Columbus,5,0,5,0,0,0,0,No suspects,3,Medium
204,2489124,"December 27, 2022",California,Eureka,2,2,4,0,0,1,1,Single suspect,3,Low
205,2488209,"December 26, 2022",Louisiana,New Orleans,4,2,6,0,0,1,1,Single suspect,1,Medium
206,2487989,"December 24, 2022",Mississippi,Columbus,3,1,4,1,0,1,2,Multiple suspects,1,Low
207,2487517,"December 23, 2022",Kansas,Wichita,2,2,4,0,0,2,2,Multiple suspects,1,Low
208,2485011,"December 19, 2022",Florida,Lake City,5,0,5,0,0,0,0,No suspects,1,Medium
209,2484083,"December 18, 2022",California,Santa Ana,3,1,4,0,0,3,3,Multiple suspects,2,Low
210,2483594,"December 18, 2022",Oklahoma,Oklahoma City,4,0,4,0,0,0,0,No suspects,2,Low
211,2483489,"December 17, 2022",Georgia,Atlanta,3,2,5,0,0,1,1,Single suspect,1,Medium
212,2483188,"December 16, 2022",Georgia,Valdosta,2,2,4,0,0,1,1,Single suspect,4,Low
213,2482288,"December 16, 2022",Illinois,Chicago,2,2,4,0,0,1,1,Single suspect,4,Low
214,2483108,"December 16, 2022",Texas,Dallas,5,0,5,0,0,0,0,No suspects,4,Medium
215,2482711,"December 16, 2022",Tennessee,Memphis,5,0,5,0,0,0,0,No suspects,4,Medium
216,2480430,"December 13, 2022",New York,Rochester,4,1,5,0,0,0,0,No suspects,1,Medium
217,2479678,"December 12, 2022",New York,Bronx,4,0,4,0,0,0,0,No suspects,1,Low
218,2478664,"December 11, 2022",Illinois,Chicago,1,3,4,0,0,1,1,Single suspect,1,Low
219,2478061,"December 9, 2022",Arizona,Phoenix,3,1,4,0,0,0,0,No suspects,1,Low
220,2477622,"December 8, 2022",Michigan,Detroit,4,0,4,0,0,0,0,No suspects,2,Low
221,2477404,"December 8, 2022",Louisiana,New Orleans,4,0,4,0,0,0,0,No suspects,2,Low
222,2475554,"December 6, 2022",New York,Bronx,4,0,4,0,0,0,0,No suspects,2,Low
223,2475546,"December 6, 2022",Georgia,Macon,1,3,4,0,0,0,0,No suspects,2,Low
224,2474143,"December 4, 2022",Illinois,Zion,5,0,5,0,0,0,0,No suspects,1,Medium
225,2472924,"December 1, 2022",Texas,San Antonio,4,0,4,0,0,0,0,No suspects,1,Low
226,2471298,"November 30, 2022",Louisiana,Lake Charles,8,0,8,0,0,0,0,No suspects,1,Medium
227,2469354,"November 27, 2022",Florida,Tallahassee,4,1,5,0,0,2,2,Multiple suspects,2,Medium
228,2468894,"November 27, 2022",Louisiana,New Orleans,5,0,5,0,0,1,1,Single suspect,2,Medium
229,2468745,"November 26, 2022",Georgia,Atlanta,4,2,6,0,0,6,6,Multiple suspects,3,Medium
230,2468642,"November 26, 2022",Alabama,Mobile,4,0,4,0,0,2,2,Multiple suspects,3,Low
231,2468325,"November 26, 2022",Illinois,Chicago,2,2,4,0,0,0,0,No suspects,3,Low
232,2468162,"November 25, 2022",Georgia,Atlanta,0,0,0,3,1,0,4,Multiple suspects,1,Low
233,2467743,"November 24, 2022",California,Costa Mesa,4,1,5,0,0,1,1,Single suspect,2,Medium
234,2467661,"November 24, 2022",Texas,Houston,2,2,4,0,0,1,1,Single suspect,2,Low
235,2466835,"November 23, 2022",Maryland,Temple Hills,4,0,4,0,0,0,0,No suspects,2,Low
236,2466431,"November 23, 2022",Pennsylvania,Philadelphia,4,0,4,0,0,0,0,No suspects,2,Low
237,2465761,"November 22, 2022",Virginia,Chesapeake,6,6,12,0,1,0,1,Single suspect,2,Medium
238,2465213,"November 22, 2022",Florida,West Palm Beach,2,2,4,0,0,1,1,Single suspect,2,Low
239,2464943,"November 20, 2022",Oklahoma,Hennessey,1,4,5,0,0,1,1,Single suspect,2,Medium
240,2464272,"November 20, 2022",Texas,Dallas,4,0,4,0,0,0,0,No suspects,2,Low
241,2463465,"November 19, 2022",Colorado,Colorado Springs,19,5,24,0,0,1,1,Single suspect,3,Medium
242,2464352,"November 19, 2022",Illinois,Washington Park,3,1,4,0,0,0,0,No suspects,3,Low
243,2463882,"November 19, 2022",Mississippi,Philadelphia,6,1,7,0,0,1,1,Single suspect,3,Medium
244,2462457,"November 18, 2022",Virginia,Richmond,0,4,4,0,0,1,1,Single suspect,1,Low
245,2458727,"November 13, 2022",Pennsylvania,Philadelphia,4,0,4,0,0,0,0,No suspects,4,Low
246,2458676,"November 13, 2022",North Carolina,Enfield,5,1,6,0,0,0,0,No suspects,4,Medium
247,2458863,"November 13, 2022",Nebraska,Omaha,6,1,7,1,0,2,3,Multiple suspects,4,Medium
248,2459150,"November 13, 2022",Virginia,Charlottesville,2,3,5,0,0,1,1,Single suspect,4,Medium
249,2458933,"November 12, 2022",California,Sacramento,4,0,4,0,0,0,0,No suspects,5,Low
250,2459005,"November 12, 2022",Texas,Fort Worth,4,0,4,0,0,1,1,Single suspect,5,Low
251,2459259,"November 12, 2022",California,Indio,3,1,4,0,0,0,0,No suspects,5,Low
252,2458467,"November 12, 2022",New Jersey,Paterson,4,0,4,0,0,0,0,No suspects,5,Low
253,2459156,"November 12, 2022",Tennessee,Memphis,4,0,4,0,0,0,0,No suspects,5,Low
254,2458086,"November 11, 2022",New Jersey,Jersey City,4,0,4,0,0,0,0,No suspects,1,Low
255,2455710,"November 7, 2022",Texas,Mcallen (McAllen),4,0,4,0,0,1,1,Single suspect,1,Low
256,2453865,"November 6, 2022",Illinois,Chicago,3,1,4,0,0,1,1,Single suspect,4,Low
257,2453892,"November 6, 2022",Illinois,Chicago,5,0,5,0,0,0,0,No suspects,4,Medium
258,2454565,"November 6, 2022",California,Tulare,5,0,5,0,0,0,0,No suspects,4,Medium
259,2455484,"November 6, 2022",Florida,Gainesville,4,0,4,0,0,0,0,No suspects,4,Low
260,2454281,"November 5, 2022",New York,Buffalo,4,0,4,0,0,0,0,No suspects,2,Low
261,2453744,"November 5, 2022",Pennsylvania,Philadelphia,9,0,9,0,0,0,0,No suspects,2,Medium
262,2452673,"November 4, 2022",Florida,Orlando,1,4,5,1,0,1,2,Multiple suspects,2,Medium
263,2452798,"November 4, 2022",Maryland,La Plata,0,4,4,0,1,0,1,Single suspect,2,Low
264,2452501,"November 3, 2022",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,1,Low
265,2451028,"November 2, 2022",Texas,Houston,4,0,4,0,0,0,0,No suspects,2,Low
266,2451550,"November 2, 2022",Mississippi,Hattiesburg,3,2,5,0,0,2,2,Multiple suspects,2,Medium
267,2450360,"November 1, 2022",Colorado,Denver,5,1,6,0,0,1,1,Single suspect,2,Medium
268,2450917,"November 1, 2022",Maryland,Baltimore,4,0,4,0,0,0,0,No suspects,2,Low
269,2449986,"October 31, 2022",Kansas,Kansas City,6,1,7,0,0,1,1,Single suspect,3,Medium
270,2450557,"October 31, 2022",Illinois,East Saint Louis,3,2,5,0,0,0,0,No suspects,3,Medium
